Edad;Genero;P1_Destino;P2_Estres;P3_Frecuencia;P4_NivelEstres;P5_FinSemana
13;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;6;C) Tranquilo, en casa y preparando la semana.
39;Hombre;A) Salir a beber con amigos y fiestas.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;3;C) Tranquilo, en casa y preparando la semana.
26;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;1;C) Tranquilo, en casa y preparando la semana.
31;Mujer;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;6;C) Tranquilo, en casa y preparando la semana.
23;Mujer;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;9;C) Tranquilo, en casa y preparando la semana.
18;Hombre;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;2;A) Improvisado, con amigos y musica.
27;Hombre;A) Salir a beber con amigos y fiestas.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;1;D) Visitando un lugar nuevo o una actividad nueva.
36;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;5;A) Improvisado, con amigos y musica.
40;Hombre;C) Ahorrando o invirtiendolo.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;9;A) Improvisado, con amigos y musica.
22;Mujer;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;4;A) Improvisado, con amigos y musica.
27;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
46;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;C) Casi nunca.;4;A) Improvisado, con amigos y musica.
24;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;8;C) Tranquilo, en casa y preparando la semana.
27;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;4;C) Tranquilo, en casa y preparando la semana.
13;Mujer;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;4;C) Tranquilo, en casa y preparando la semana.
14;Hombre;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;1;C) Tranquilo, en casa y preparando la semana.
24;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;1;C) Tranquilo, en casa y preparando la semana.
30;Mujer;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;6;B) Activo, haciendo deporte y comiendo.
13;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;3;D) Visitando un lugar nuevo o una actividad nueva.
20;Hombre;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;10;C) Tranquilo, en casa y preparando la semana.
13;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;9;C) Tranquilo, en casa y preparando la semana.
18;Hombre;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
37;Mujer;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;2;C) Tranquilo, en casa y preparando la semana.
22;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;9;C) Tranquilo, en casa y preparando la semana.
20;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;6;D) Visitando un lugar nuevo o una actividad nueva.
20;Mujer;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;5;C) Tranquilo, en casa y preparando la semana.
13;Mujer;A) Salir a beber con amigos y fiestas.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;7;C) Tranquilo, en casa y preparando la semana.
13;Hombre;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;8;B) Activo, haciendo deporte y comiendo.
25;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;8;C) Tranquilo, en casa y preparando la semana.
27;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;9;C) Tranquilo, en casa y preparando la semana.
16;Mujer;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;6;C) Tranquilo, en casa y preparando la semana.
58;Hombre;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;9;D) Visitando un lugar nuevo o una actividad nueva.
41;Mujer;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;8;C) Tranquilo, en casa y preparando la semana.
13;Mujer;D) Viajes, conciertos, cursos.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;7;A) Improvisado, con amigos y musica.
16;Mujer;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;10;C) Tranquilo, en casa y preparando la semana.
20;Hombre;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;8;C) Tranquilo, en casa y preparando la semana.
42;Mujer;A) Salir a beber con amigos y fiestas.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;1;C) Tranquilo, en casa y preparando la semana.
31;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;3;C) Tranquilo, en casa y preparando la semana.
25;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;9;B) Activo, haciendo deporte y comiendo.
18;Mujer;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;6;D) Visitando un lugar nuevo o una actividad nueva.
24;Mujer;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
15;Hombre;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;6;C) Tranquilo, en casa y preparando la semana.
17;Mujer;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;A) 4 o mas veces.;5;C) Tranquilo, en casa y preparando la semana.
25;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
29;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
38;Mujer;A) Salir a beber con amigos y fiestas.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;2;C) Tranquilo, en casa y preparando la semana.
13;Mujer;A) Salir a beber con amigos y fiestas.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
19;Mujer;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;A) 4 o mas veces.;8;C) Tranquilo, en casa y preparando la semana.
23;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;6;A) Improvisado, con amigos y musica.
19;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
40;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;4;A) Improvisado, con amigos y musica.
15;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
37;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;8;C) Tranquilo, en casa y preparando la semana.
27;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;C) Casi nunca.;9;C) Tranquilo, en casa y preparando la semana.
26;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;4;C) Tranquilo, en casa y preparando la semana.
33;Mujer;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;5;C) Tranquilo, en casa y preparando la semana.
13;Mujer;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;9;C) Tranquilo, en casa y preparando la semana.
64;Hombre;D) Viajes, conciertos, cursos.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;7;A) Improvisado, con amigos y musica.
32;Mujer;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;3;C) Tranquilo, en casa y preparando la semana.
26;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;3;D) Visitando un lugar nuevo o una actividad nueva.
27;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
13;Mujer;D) Viajes, conciertos, cursos.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;1;C) Tranquilo, en casa y preparando la semana.
17;Mujer;D) Viajes, conciertos, cursos.;B) Hacer ejercicio y meditar.;A) 4 o mas veces.;3;C) Tranquilo, en casa y preparando la semana.
22;Mujer;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;1;C) Tranquilo, en casa y preparando la semana.
24;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;9;A) Improvisado, con amigos y musica.
31;Mujer;A) Salir a beber con amigos y fiestas.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;5;A) Improvisado, con amigos y musica.
25;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
13;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;4;C) Tranquilo, en casa y preparando la semana.
13;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;7;C) Tranquilo, en casa y preparando la semana.
19;Hombre;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;2;B) Activo, haciendo deporte y comiendo.
24;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;7;A) Improvisado, con amigos y musica.
45;Mujer;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;9;A) Improvisado, con amigos y musica.
24;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;2;C) Tranquilo, en casa y preparando la semana.
18;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;10;B) Activo, haciendo deporte y comiendo.
28;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;5;B) Activo, haciendo deporte y comiendo.
24;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;3;C) Tranquilo, en casa y preparando la semana.
19;Mujer;D) Viajes, conciertos, cursos.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;7;C) Tranquilo, en casa y preparando la semana.
13;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;9;C) Tranquilo, en casa y preparando la semana.
29;Hombre;D) Viajes, conciertos, cursos.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;2;C) Tranquilo, en casa y preparando la semana.
49;Hombre;C) Ahorrando o invirtiendolo.;A) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;9;A) Improvisado, con amigos y musica.
54;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;2;A) Improvisado, con amigos y musica.
15;Hombre;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;7;D) Visitando un lugar nuevo o una actividad nueva.
13;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;6;C) Tranquilo, en casa y preparando la semana.
33;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;2;C) Tranquilo, en casa y preparando la semana.
33;Hombre;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;5;A) Improvisado, con amigos y musica.
20;Hombre;C) Ahorrando o invirtiendolo.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;7;C) Tranquilo, en casa y preparando la semana.
24;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;1;A) Improvisado, con amigos y musica.
31;Mujer;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;2;A) Improvisado, con amigos y musica.
21;Mujer;D) Viajes, conciertos, cursos.;B) Hacer ejercicio y meditar.;C) Casi nunca.;7;B) Activo, haciendo deporte y comiendo.
14;Mujer;C) Ahorrando o invirtiendolo.;A) Salir a desconectarme, beber y socializar.;A) 4 o mas veces.;5;A) Improvisado, con amigos y musica.
13;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;7;C) Tranquilo, en casa y preparando la semana.
13;Mujer;B) Gimnasio, comida y salud.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;7;C) Tranquilo, en casa y preparando la semana.
36;Mujer;D) Viajes, conciertos, cursos.;A) Salir a desconectarme, beber y socializar.;D) Solo cuando hay un evento importante.;7;B) Activo, haciendo deporte y comiendo.
13;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;6;A) Improvisado, con amigos y musica.
17;Mujer;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;10;C) Tranquilo, en casa y preparando la semana.
33;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;7;B) Activo, haciendo deporte y comiendo.
24;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;5;C) Tranquilo, en casa y preparando la semana.
13;Hombre;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;4;A) Improvisado, con amigos y musica.
25;Mujer;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;10;C) Tranquilo, en casa y preparando la semana.
35;Hombre;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;C) Casi nunca.;10;C) Tranquilo, en casa y preparando la semana.
27;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;7;C) Tranquilo, en casa y preparando la semana.
14;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;A) 4 o mas veces.;8;C) Tranquilo, en casa y preparando la semana.
40;Mujer;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;5;C) Tranquilo, en casa y preparando la semana.
14;Hombre;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;A) 4 o mas veces.;7;D) Visitando un lugar nuevo o una actividad nueva.
15;Mujer;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;4;B) Activo, haciendo deporte y comiendo.
38;Hombre;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;C) Casi nunca.;3;C) Tranquilo, en casa y preparando la semana.
26;Mujer;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;4;C) Tranquilo, en casa y preparando la semana.
27;Mujer;D) Viajes, conciertos, cursos.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;6;B) Activo, haciendo deporte y comiendo.
13;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;D) Solo cuando hay un evento importante.;3;C) Tranquilo, en casa y preparando la semana.
38;Mujer;D) Viajes, conciertos, cursos.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;1;C) Tranquilo, en casa y preparando la semana.
13;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;7;D) Visitando un lugar nuevo o una actividad nueva.
23;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;2;C) Tranquilo, en casa y preparando la semana.
20;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
24;Hombre;A) Salir a beber con amigos y fiestas.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;4;D) Visitando un lugar nuevo o una actividad nueva.
13;Mujer;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;C) Casi nunca.;5;C) Tranquilo, en casa y preparando la semana.
28;Hombre;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;B) 1 o 2 veces.;8;C) Tranquilo, en casa y preparando la semana.
19;Mujer;C) Ahorrando o invirtiendolo.;C) Descansar en casa, planeando mi tiempo y gastos.;D) Solo cuando hay un evento importante.;5;C) Tranquilo, en casa y preparando la semana.
30;Hombre;B) Gimnasio, comida y salud.;D) Buscar nuevas actividades o viajando.;D) Solo cuando hay un evento importante.;6;A) Improvisado, con amigos y musica.
14;Hombre;B) Gimnasio, comida y salud.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;3;C) Tranquilo, en casa y preparando la semana.
59;Hombre;C) Ahorrando o invirtiendolo.;D) Buscar nuevas actividades o viajando.;B) 1 o 2 veces.;1;A) Improvisado, con amigos y musica.
26;Mujer;C) Ahorrando o invirtiendolo.;B) Hacer ejercicio y meditar.;B) 1 o 2 veces.;2;C) Tranquilo, en casa y preparando la semana.
46;Mujer;A) Salir a beber con amigos y fiestas.;A) Salir a desconectarme, beber y socializar.;B) 1 o 2 veces.;1;C) Tranquilo, en casa y preparando la semana.
20;Mujer;A) Salir a beber con amigos y fiestas.;B) Hacer ejercicio y meditar.;C) Casi nunca.;3;C) Tranquilo, en casa y preparando la semana.
22;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;A) 4 o mas veces.;3;A) Improvisado, con amigos y musica.
23;Hombre;B) Gimnasio, comida y salud.;B) Hacer ejercicio y meditar.;C) Casi nunca.;8;A) Improvisado, con amigos y musica.
49;Mujer;D) Viajes, conciertos, cursos.;C) Descansar en casa, planeando mi tiempo y gastos.;C) Casi nunca.;7;B) Activo, haciendo deporte y comiendo.
